customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,tenure_years,lifecycle_stage,avg_monthly_spending,price_tier,expected_total,spending_ratio,is_high_value,total_services,has_internet,has_phone,has_streaming,has_security,engagement_level,contract_level,has_long_contract,uses_paperless,risky_payment,uses_auto_payment,has_family,family_size,senior_with_dependents,single_senior,customer_profile,churn_risk_score,is_high_risk,value_risk_ratio,engagement_per_dollar,cluster,Churn_binary,segment_name
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,2-4 Years,0,2.1666666666666665,Mature,87.75384615384615,High,2191.8,1.0404961692812842,0,4,1,1,0,1,Medium,0,0,1,0,0,0,1,0,0,Adult Alone,5,0,380.26666666666665,0.0474495848161328,0,0,At-Risk Mid-Tier
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No,4+ Years,0,5.75,Loyal,19.66231884057971,Low,1373.1,0.9873371661451132,0,1,0,1,0,0,Low,2,1,0,0,1,1,3,0,0,Adult with Family,1,0,678.35,0.050251256281407,2,0,Budget Committed
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,No,0-1 Year,1,0.9166666666666666,Growing,21.04090909090909,Low,224.4,1.0268411712511092,0,1,0,1,0,0,Low,2,1,0,0,0,0,1,0,0,Adult Alone,4,0,46.29,0.0490196078431372,2,0,Budget Committed
2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,No,0-1 Year,1,0.0833333333333333,New,50.75,Medium,50.75,0.9806763285024156,0,2,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,6.34375,0.0394088669950738,3,0,High-Risk New
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,No,0-1 Year,1,0.8333333333333334,Growing,24.24,Low,204.5,1.1795620437956205,0,1,0,1,0,0,Low,1,1,0,0,0,1,3,0,0,Adult with Family,4,0,48.48,0.0488997555012225,2,0,Budget Committed
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,No,4+ Years,0,4.583333333333333,Loyal,77.53181818181818,High,4166.25,1.023276741256224,1,6,1,1,1,1,High,1,1,1,0,1,1,3,0,0,Adult with Family,0,0,4264.25,0.0792079207920792,1,0,Loyal Premium
9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,No,2-4 Years,0,3.6666666666666665,Mature,63.05795454545455,Medium,2877.6000000000004,0.963853956784548,0,5,1,1,1,1,High,1,1,0,1,0,0,1,0,0,Adult Alone,3,0,693.6375,0.0764525993883792,0,0,At-Risk Mid-Tier
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,2-4 Years,0,3.8333333333333335,Mature,78.37391304347825,High,3698.4,0.974536411309942,0,3,1,1,1,0,Medium,0,0,1,1,0,1,2,0,0,Senior with Family,7,1,450.65,0.0373134328358208,0,1,At-Risk Mid-Tier
7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,No,4+ Years,0,5.75,Loyal,58.984057971014494,Medium,4122.75,0.9869414974234616,1,5,1,1,0,1,High,2,1,1,0,1,1,3,0,0,Adult with Family,0,0,4069.9,0.0836820083682008,1,0,Loyal Premium
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,No,0-1 Year,1,0.9166666666666666,Growing,79.47272727272728,High,863.5,1.0112203585887798,0,3,1,1,1,0,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,8,1,97.13333333333334,0.0382165605095541,3,0,High-Risk New
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,Yes,0-1 Year,1,0.9166666666666666,Growing,104.12272727272726,High,1122.0,1.0199020480854852,0,5,1,1,1,0,High,0,0,1,1,0,1,2,0,0,Adult with Family,9,1,114.535,0.0490196078431372,3,1,High-Risk New
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,No,2-4 Years,0,2.4166666666666665,Mature,45.6448275862069,Medium,1419.5500000000002,0.9318221815493998,0,3,1,1,0,1,Medium,0,0,0,0,1,0,1,0,0,Adult Alone,4,0,264.74,0.0612870275791624,0,0,At-Risk Mid-Tier
8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,No,4+ Years,0,4.75,Loyal,96.43947368421053,High,5680.05,0.9676116210911716,1,5,1,1,1,1,High,0,0,1,1,0,1,2,0,0,Adult with Family,6,1,785.2928571428572,0.0501756146512794,0,0,At-Risk Mid-Tier
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,No,2-4 Years,0,2.333333333333333,Mature,19.09642857142857,Low,511.0,1.0443359375,0,1,0,1,0,0,Low,1,1,0,0,1,0,1,0,0,Adult Alone,2,0,178.23333333333335,0.0547945205479452,2,0,Budget Committed
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,No,2-4 Years,0,3.5,Mature,58.45357142857144,Medium,2291.1,1.0710920116923346,0,4,1,1,0,1,Medium,0,0,0,0,1,0,1,0,0,Adult Alone,4,0,491.0100000000001,0.073327222731439,0,0,At-Risk Mid-Tier
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,Yes,0-1 Year,1,0.1666666666666666,New,19.35,Low,41.3,0.9148936170212768,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,4.8375,0.0484261501210653,3,1,High-Risk New
8328-SKJNO,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,No,1-2 Years,0,1.9166666666666667,Growing,41.19130434782608,Medium,934.95,1.0122335594850154,0,4,1,0,0,1,Medium,1,1,0,0,1,1,2,0,0,Adult with Family,2,0,315.8,0.0984009840098401,0,0,At-Risk Mid-Tier
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,No,1-2 Years,0,1.5,Growing,19.83333333333333,Low,368.1,0.9672175562178272,0,1,0,1,0,0,Low,0,0,0,0,0,1,3,0,0,Adult with Family,6,1,51.0,0.0488997555012225,2,0,Budget Committed
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,No,4+ Years,0,5.166666666666667,Loyal,23.81048387096774,Low,1537.6,0.9594761471467568,0,1,0,1,0,0,Low,1,1,0,0,1,1,3,0,0,Adult with Family,1,0,738.125,0.0403225806451612,2,0,Budget Committed
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes,0-1 Year,1,0.0833333333333333,New,70.8,High,70.8,0.9860724233983288,0,2,1,1,0,0,Low,0,0,1,0,0,0,1,0,0,Adult Alone,7,1,8.85,0.0282485875706214,3,1,High-Risk New
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes,1-2 Years,0,1.3333333333333333,Growing,90.5375,High,1424.8,1.0159910225838125,0,4,1,1,1,0,Medium,0,0,1,0,1,0,1,0,0,Adult Alone,6,1,206.94285714285712,0.0449185850645704,0,1,At-Risk Mid-Tier
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,0-1 Year,1,0.25,New,97.3,High,289.79999999999995,1.003782668500688,0,4,1,1,1,0,Medium,0,0,1,1,0,0,1,0,0,Adult Alone,9,1,29.19,0.041407867494824,3,1,High-Risk New
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,No,4+ Years,0,5.583333333333333,Loyal,88.10671641791045,High,5949.599999999999,0.9920260141834436,1,8,1,1,1,1,High,1,1,1,0,1,0,1,0,0,Adult Alone,1,0,2951.575,0.0900900900900901,1,0,Loyal Premium
3635-QQRQD,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,No,4+ Years,0,5.166666666666667,Loyal,19.381451612903227,Low,1243.1,0.9658789486375692,0,1,0,1,0,0,Low,2,1,1,0,1,0,1,0,0,Adult Alone,1,0,600.825,0.0498753117206982,2,0,Budget Committed
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,Yes,4+ Years,0,4.75,Loyal,103.88333333333334,High,5956.5,0.9939320184641208,1,6,1,1,1,1,High,0,0,1,0,1,1,2,0,0,Adult with Family,4,0,1184.27,0.0574162679425837,1,1,Loyal Premium
2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,No,0-1 Year,1,0.1666666666666666,New,73.325,Medium,139.6,1.0430298719772404,0,2,1,1,0,0,Low,0,0,1,1,0,0,1,0,0,Adult Alone,9,1,14.665,0.0286532951289398,3,0,High-Risk New
3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,No,1-2 Years,0,1.9166666666666667,Growing,76.49565217391304,High,1774.45,0.9909600383001492,0,6,1,1,1,1,High,2,1,1,0,1,1,3,0,0,Adult with Family,2,0,586.4666666666667,0.0777705767984445,1,0,Loyal Premium
0191-EQUUH,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,No,2-4 Years,0,2.083333333333333,Mature,33.778,Medium,876.2499999999999,0.9626104303220292,0,3,1,0,0,1,Medium,2,1,0,0,1,1,2,0,0,Adult with Family,1,0,422.225,0.0855920114122682,2,0,Budget Committed
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,No,4+ Years,0,6.0,Loyal,107.97291666666666,High,7783.2,0.9986960766681228,1,7,1,1,1,1,High,2,1,1,0,1,0,1,0,1,Senior Alone,1,0,3887.025,0.064754856614246,1,0,Loyal Premium
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,No,0-1 Year,1,0.1666666666666666,New,67.025,High,168.1,0.7927261975162626,0,3,1,1,1,0,Medium,0,0,1,1,0,1,2,0,0,Adult with Family,9,1,13.405,0.0356930398572278,3,0,High-Risk New
2926-JEJJC,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,No,0-1 Year,1,0.6666666666666666,Growing,17.61875,Low,161.6,0.8668511685116851,0,1,0,1,0,0,Low,1,1,1,0,1,0,1,0,0,Adult Alone,4,0,28.19,0.0495049504950495,2,0,Budget Committed
8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,Yes,0-1 Year,1,0.4166666666666667,New,49.99,Medium,253.0,0.9840551181102362,0,2,1,1,0,0,Low,0,0,1,0,0,0,1,0,0,Adult Alone,7,1,31.24375,0.0395256916996047,3,1,High-Risk New
4950-BDEUX,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,No,2-4 Years,0,2.9166666666666665,Mature,48.61857142857143,Medium,1722.0,0.9876088218224028,0,4,1,0,1,1,Medium,0,0,0,1,0,0,1,0,0,Adult Alone,6,1,243.0928571428572,0.08130081300813,0,0,At-Risk Mid-Tier
5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,No,1-2 Years,0,2.0,Growing,24.69375,Low,590.4000000000001,1.0021136286777137,0,1,0,1,0,0,Low,1,1,0,1,0,0,1,0,0,Adult Alone,5,0,98.775,0.040650406504065,2,0,Budget Committed
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,No,0-1 Year,1,0.1666666666666666,New,67.875,High,143.3,0.9407484407484408,0,2,1,1,0,0,Low,0,0,1,1,0,1,3,0,0,Adult with Family,9,1,13.575,0.0279134682484298,3,0,High-Risk New
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,No,4+ Years,0,6.0,Loyal,107.39791666666666,High,7552.8,1.023676824909317,1,7,1,1,1,1,High,2,1,1,0,1,1,3,0,0,Adult with Family,1,0,3866.325,0.0667302192564347,1,0,Loyal Premium
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,No,2-4 Years,0,3.4166666666666665,Mature,104.44878048780488,High,4366.5,0.9805151688609044,1,7,1,1,1,1,High,0,0,1,1,0,0,1,0,0,Adult Alone,7,1,535.3,0.0657276995305164,0,0,At-Risk Mid-Tier
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,Yes,0-1 Year,1,0.3333333333333333,New,54.9125,Medium,197.4,1.1071068548387095,0,3,1,1,0,1,Medium,0,0,0,1,0,1,2,0,0,Adult with Family,8,1,24.405555555555555,0.060790273556231,3,1,High-Risk New
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,No,2-4 Years,0,2.1666666666666665,Mature,77.61923076923077,High,1963.0,1.0275458248472504,0,3,1,1,0,0,Medium,1,1,0,0,1,0,1,0,0,Adult Alone,1,0,1009.05,0.0397350993377483,0,0,At-Risk Mid-Tier
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,Yes,0-1 Year,1,0.5833333333333334,Growing,95.57142857142856,High,659.75,1.0124858115777526,0,5,1,1,1,0,High,0,0,1,1,0,0,1,0,0,Adult Alone,9,1,66.9,0.053050397877984,3,1,High-Risk New
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,0-1 Year,1,0.0833333333333333,New,68.95,Medium,68.95,0.9857040743388136,0,2,1,1,0,0,Low,0,0,1,1,0,1,2,0,0,Adult with Family,9,1,6.8950000000000005,0.0290065264684554,3,1,High-Risk New
1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,No,0-1 Year,1,0.3333333333333333,New,56.2125,Medium,234.0,0.956808510638298,0,4,1,1,0,0,Medium,0,0,1,0,0,1,3,0,0,Adult with Family,6,1,32.121428571428574,0.0683760683760683,3,0,High-Risk New
6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,No,2-4 Years,0,4.0,Mature,78.57291666666667,High,3787.2,0.9955915738345388,0,7,1,1,1,1,High,2,1,0,0,1,0,1,0,0,Adult Alone,1,0,1885.75,0.0887198986058301,1,0,Loyal Premium
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,0-1 Year,1,0.1666666666666666,New,98.375,High,187.7,1.0426603073661898,0,4,1,1,1,0,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,9,1,19.675,0.0426212040490143,3,1,High-Risk New
4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,No,0-1 Year,1,1.0,Growing,78.65416666666667,High,950.4,0.9920643262560436,0,7,1,1,1,1,High,1,1,1,1,0,1,2,0,0,Senior with Family,5,0,157.30833333333334,0.0883838383838383,3,0,High-Risk New
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No,4+ Years,0,5.0,Loyal,109.5475,High,6567.0,1.0007384287454324,1,7,1,1,1,1,High,0,0,1,0,1,1,2,0,0,Adult with Family,4,0,1314.5700000000002,0.0639561443581544,1,0,Loyal Premium
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,No,4+ Years,0,4.583333333333333,Loyal,57.74272727272727,Medium,3256.0,0.9750844335277864,0,5,1,1,0,1,High,2,1,1,1,0,0,1,0,0,Adult Alone,2,0,1058.6166666666666,0.0844594594594594,1,0,Loyal Premium
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No,0-1 Year,1,0.0833333333333333,New,29.15,Low,29.15,0.966832504145937,0,2,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,3.64375,0.0686106346483705,3,0,High-Risk New
7096-UCLNH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0-1 Year,1,0.0833333333333333,New,20.05,Low,20.05,0.9524940617577196,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,2.50625,0.0498753117206982,3,0,High-Risk New
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,Yes,0-1 Year,1,0.3333333333333333,New,79.725,High,304.2,1.0448885976408913,0,2,1,1,0,0,Low,0,0,1,1,0,0,1,0,0,Adult Alone,9,1,31.89,0.0262984878369493,3,1,High-Risk New
9136-ALYBR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,Yes,0-1 Year,1,0.0833333333333333,New,24.45,Low,24.45,0.9607072691552064,0,1,1,0,0,0,Low,0,0,1,0,0,0,1,0,0,Adult Alone,7,1,3.05625,0.0408997955010225,3,1,High-Risk New
4615-PIVVU,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,No,2-4 Years,0,3.5,Mature,65.7797619047619,Medium,2793.0,0.988815318539728,0,5,1,1,1,1,High,2,1,0,0,1,0,1,0,0,Adult Alone,1,0,1381.375,0.075187969924812,1,0,Loyal Premium
8885-QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,No,0-1 Year,1,0.0833333333333333,New,49.55,Medium,49.55,0.980217606330366,0,3,1,1,0,1,Medium,0,0,0,0,1,0,1,0,0,Adult Alone,6,1,7.078571428571428,0.0605449041372351,3,0,High-Risk New
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,Yes,0-1 Year,1,0.5833333333333334,Growing,90.26428571428572,High,625.4499999999999,1.0086200015962967,0,4,1,1,1,1,Medium,0,0,1,0,1,0,1,0,0,Adult Alone,7,1,78.98125,0.0447677672076105,3,1,High-Risk New
8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No,0-1 Year,1,0.25,New,77.5,High,220.8,1.0482416591523895,0,3,1,1,0,1,Medium,0,0,1,0,1,0,1,0,0,Adult Alone,6,1,33.214285714285715,0.0407608695652173,3,0,High-Risk New
9385-NXKDA,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,No,4+ Years,0,6.0,Loyal,82.21319444444445,High,5950.8,0.9945478678719044,1,7,1,1,1,1,High,2,1,1,0,1,1,2,0,0,Adult with Family,1,0,2959.675,0.0846944948578342,1,0,Loyal Premium
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,No,1-2 Years,0,1.25,Growing,49.95,Medium,735.0,1.0180027173913044,0,2,1,1,0,0,Low,0,0,1,1,0,0,1,0,0,Adult Alone,8,1,83.25,0.0408163265306122,3,0,High-Risk New
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,0-1 Year,1,0.3333333333333333,New,76.85,High,321.4,0.9534739454094292,0,3,1,1,1,0,Medium,0,0,1,1,0,1,2,0,0,Adult with Family,9,1,30.74,0.0373366521468575,3,1,High-Risk New
6674-KVJHG,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,No,0-1 Year,1,0.9166666666666666,Growing,22.286363636363635,Low,277.2,0.8812005751258088,0,1,0,1,0,0,Low,1,1,0,1,0,0,1,0,0,Adult Alone,6,1,35.02142857142857,0.0396825396825396,3,0,High-Risk New
1814-DKOLC,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,No,0-1 Year,1,0.4166666666666667,New,26.95,Low,127.25,1.050682261208577,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,16.84375,0.0392927308447937,3,0,High-Risk New
4201-JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,Yes,0-1 Year,1,0.0833333333333333,New,55.8,Medium,55.8,0.9823943661971832,0,4,1,1,0,1,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,8,1,6.199999999999999,0.07168458781362,3,1,High-Risk New
9351-HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,No,4+ Years,0,6.0,Loyal,114.45625,High,7984.8,1.0319379398432218,1,7,1,1,1,1,High,2,1,1,0,1,1,2,0,0,Adult with Family,1,0,4120.425,0.0631199278629395,1,0,Loyal Premium
3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,No,4+ Years,0,4.583333333333333,Loyal,77.57090909090908,High,4276.25,0.9974633233970424,1,3,1,1,0,0,Medium,0,0,1,0,1,1,2,0,0,Adult with Family,3,0,1066.6,0.0385852090032154,0,0,At-Risk Mid-Tier
2129-ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,No,2-4 Years,0,3.333333333333333,Mature,26.9375,Low,1048.0,1.027168732125834,0,1,0,1,0,0,Low,0,0,1,1,0,1,3,0,0,Adult with Family,7,1,134.6875,0.0381679389312977,2,0,Budget Committed
5821-MMEIL,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,No,4+ Years,0,4.75,Loyal,19.5719298245614,Low,1134.3,0.9826477583017704,0,1,0,1,0,0,Low,2,1,0,0,1,1,2,0,0,Adult with Family,1,0,557.8,0.050251256281407,2,0,Budget Committed
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,Yes,0-1 Year,1,0.0833333333333333,New,79.05,High,79.05,0.9875078076202374,0,3,1,1,1,0,Medium,0,0,1,1,0,0,1,0,0,Adult Alone,8,1,8.783333333333333,0.0379506641366223,3,1,High-Risk New
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,Yes,0-1 Year,1,0.0833333333333333,New,95.0,High,95.0,0.9895833333333334,0,5,1,1,1,1,High,0,0,1,1,0,1,2,0,0,Adult with Family,9,1,9.5,0.0526315789473684,3,1,High-Risk New
8260-NGFNY,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,Yes,0-1 Year,1,0.0833333333333333,New,25.2,Low,25.2,0.9618320610687024,0,1,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,3.15,0.0396825396825396,3,1,High-Risk New
1309-XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,No,4+ Years,0,4.333333333333333,Loyal,78.45288461538462,High,4204.2,0.9701203272139256,1,6,1,1,1,1,High,1,1,1,1,0,1,3,1,0,Senior with Family,3,0,1019.8875,0.0742115027829313,1,0,Loyal Premium
1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,Yes,2-4 Years,0,3.4166666666666665,Mature,102.14024390243902,High,4034.4,1.037753382564306,1,5,1,1,1,1,High,0,0,1,1,0,0,1,0,1,Senior Alone,7,1,523.46875,0.0508130081300813,0,1,At-Risk Mid-Tier
